flat_data1,flat_data2
1.255859375,2.74609375
1.236328125,2.7421875
1.2685546875,2.7421875
1.2607421875,2.740234375
1.1396484375,2.7421875
1.7353515625,2.744140625
1.5556640625,2.7421875
1.2568359375,2.7421875
1.419921875,2.744140625
1.2353515625,2.744140625
1.16796875,2.7421875
1.22265625,2.7421875
1.205078125,2.7421875
1.1279296875,2.7421875
1.12109375,2.7421875
1.2060546875,2.744140625
1.431640625,2.74609375
1.3017578125,2.744140625
1.1953125,2.7421875
0.9052734375,2.7421875
0.82958984375,2.7421875
1.1572265625,2.7421875
1.125,2.7421875
1.4111328125,2.744140625
1.10546875,2.744140625
1.3330078125,2.7421875
2.025390625,2.7421875
1.701171875,2.74609375
1.212890625,2.7421875
1.69140625,2.74609375
1.287109375,2.7421875
2.09375,2.7421875
1.2333984375,2.7421875
1.466796875,2.7421875
1.9306640625,2.7421875
1.216796875,2.7421875
1.099609375,2.744140625
1.0703125,2.7421875
1.478515625,2.74609375
1.296875,2.744140625
1.099609375,2.74609375
1.0576171875,2.74609375
1.1064453125,2.7421875
1.3857421875,2.744140625
1.212890625,2.7421875
1.1748046875,2.7421875
1.1337890625,2.7421875
3.25,2.75
1.310546875,2.740234375
1.306640625,2.74609375
1.126953125,2.7421875
1.5380859375,2.7421875
1.439453125,2.74609375
1.2294921875,2.744140625
1.0908203125,2.7421875
2.150390625,2.748046875
1.0595703125,2.7421875
1.13671875,2.744140625
0.94091796875,2.744140625
1.2333984375,2.7421875
1.17578125,2.74609375
1.150390625,2.74609375
1.04296875,2.7421875
1.4990234375,2.74609375
1.4140625,2.74609375
1.2578125,2.744140625
1.1201171875,2.7421875
1.1943359375,2.74609375
0.96484375,2.7421875
1.0859375,2.74609375
1.302734375,2.7421875
1.2900390625,2.7421875
1.228515625,2.74609375
1.1875,2.7421875
1.244140625,2.74609375
1.1474609375,2.7421875
0.98388671875,2.7421875
1.263671875,2.7421875
1.75390625,2.744140625
1.01171875,2.744140625
1.205078125,2.74609375
1.0595703125,2.74609375
